Player,Year,Team,Gms,Rec,Yds,Avg,YPG,Lg,TD,FD,Tar,YAC,lg_yd0,lg_td0,names_year
Jakeem Grant,2017,MIA,16,13,203,15.62,12.7,65t,2,9,22,144,65,1,Jakeem Grant 2017
Ryan Griffin,2017,HOU,7,13,158,12.15,22.6,35,1,8,26,77,35,0,Ryan Griffin 2017
Andre Holmes,2017,BUF,14,13,120,9.23,8.6,36,3,10,23,11,36,0,Andre Holmes 2017
Niles Paul,2017,WAS,14,13,94,7.23,6.7,32,0,4,19,31,32,0,Niles Paul 2017
Wendell Smallwood,2017,PHI,8,13,103,7.92,12.9,24,0,6,18,87,24,0,Wendell Smallwood 2017
Jordan Taylor,2017,DEN,10,13,142,10.92,14.2,30,0,5,20,45,30,0,Jordan Taylor 2017
Brandon Williams,2017,IND,14,13,121,9.31,8.6,32,0,4,17,78,32,0,Brandon Williams 2017
Phillip Dorsett,2017,NE,15,12,194,16.17,12.9,39,0,8,18,68,39,0,Phillip Dorsett 2017
Alex Erickson,2017,CIN,16,12,180,15,11.2,37,1,9,16,39,37,0,Alex Erickson 2017
Anthony Fasano,2017,MIA,16,12,107,8.92,6.7,29,1,5,16,37,29,0,Anthony Fasano 2017
Richard Rodgers,2017,GB,15,12,160,13.33,10.7,36,1,6,19,89,36,0,Richard Rodgers 2017
Ricky Seals-Jones,2017,ARI,10,12,201,16.75,20.1,29t,3,10,28,74,29,1,Ricky Seals-Jones 2017
Adam Shaheen,2017,CHI,13,12,127,10.58,9.8,31,3,8,14,49,31,0,Adam Shaheen 2017
Levine Toilolo,2017,ATL,15,12,122,10.17,8.1,25t,1,5,14,63,25,1,Levine Toilolo 2017
Nick Vannett,2017,SEA,15,12,124,10.33,8.3,21,1,6,15,45,21,0,Nick Vannett 2017
Chris Conley,2017,KC,5,11,175,15.91,35,35,0,8,16,45,35,0,Chris Conley 2017
Dalvin Cook,2017,MIN,4,11,90,8.18,22.5,36,0,3,16,104,36,0,Dalvin Cook 2017
Pharoh Cooper,2017,LA,16,11,84,7.64,5.2,26,0,3,19,54,26,0,Pharoh Cooper 2017
Derrick Henry,2017,TEN,16,11,136,12.36,8.5,66t,1,4,17,125,66,1,Derrick Henry 2017
Troy Niklas,2017,ARI,15,11,132,12,8.8,21,1,6,23,56,21,0,Troy Niklas 2017
Adrian Peterson,2017,NO/ARI,10,11,70,6.36,7,13,0,3,19,55,13,0,Adrian Peterson 2017
Josh Reynolds,2017,LA,16,11,104,9.45,6.5,28,1,7,24,34,28,0,Josh Reynolds 2017
Mike Williams,2017,LAC,10,11,95,8.64,9.5,20,0,7,23,11,20,0,Mike Williams 2017
Dwayne Allen,2017,NE,16,10,86,8.6,5.4,22,1,5,22,64,22,0,Dwayne Allen 2017
Damiere Byrd,2017,CAR,8,10,105,10.5,13.1,31,2,5,17,61,31,0,Damiere Byrd 2017
Corey Clement,2017,PHI,16,10,123,12.3,7.7,28,2,6,15,128,28,0,Corey Clement 2017
Michael Floyd,2017,MIN,11,10,78,7.8,7.1,19,0,3,17,34,19,0,Michael Floyd 2017
Tommylee Lewis,2017,NO,15,10,116,11.6,7.7,52,1,4,15,52,52,0,Tommylee Lewis 2017
David Morgan,2017,MIN,15,10,95,9.5,6.3,23,1,5,12,57,23,0,David Morgan 2017
Breshad Perriman,2017,BAL,11,10,77,7.7,7,14,0,3,35,5,14,0,Breshad Perriman 2017
C.J. Uzomah,2017,CIN,14,10,92,9.2,6.6,21,1,6,15,50,21,0,C.J. Uzomah 2017
Kerwynn Williams,2017,ARI,16,10,93,9.3,5.8,25,0,6,15,46,25,0,Kerwynn Williams 2017
Malcolm Brown,2017,LA,11,9,53,5.89,4.8,16,0,3,11,59,16,0,Malcolm Brown 2017
Chad Hansen,2017,NYJ,15,9,94,10.44,6.3,24,0,6,17,22,24,0,Chad Hansen 2017
Jeff Heuerman,2017,DEN,14,9,142,15.78,10.1,54t,2,5,18,63,54,1,Jeff Heuerman 2017
Johnny Holton,2017,OAK,16,9,218,24.22,13.6,64t,3,5,18,40,64,1,Johnny Holton 2017
Aaron Jones,2017,GB,12,9,22,2.44,1.8,9,0,2,18,30,9,0,Aaron Jones 2017
Doug Martin,2017,TB,11,9,84,9.33,7.6,17,0,6,18,60,17,0,Doug Martin 2017
Thomas Rawls,2017,SEA,12,9,94,10.44,7.8,22,0,4,13,79,22,0,Thomas Rawls 2017
Jacquizz Rodgers,2017,TB,16,9,74,8.22,4.6,15,0,4,11,85,15,0,Jacquizz Rodgers 2017
Robert Turbin,2017,IND,6,9,56,6.22,9.3,16,0,3,11,69,16,0,Robert Turbin 2017
Clive Walford,2017,OAK,13,9,80,8.89,6.2,26,0,2,13,22,26,0,Clive Walford 2017
Kasen Williams,2017,CLE,7,9,84,9.33,12,14,0,2,18,21,14,0,Kasen Williams 2017
Jerell Adams,2017,NYG,16,8,92,11.5,5.8,38,0,5,11,28,38,0,Jerell Adams 2017
Brenton Bersin,2017,CAR,8,8,128,16,16,27,0,6,14,16,27,0,Brenton Bersin 2017
LeGarrette Blount,2017,PHI,16,8,50,6.25,3.1,20,1,3,8,47,20,0,LeGarrette Blount 2017
Derek Carrier,2017,LA,14,8,71,8.88,5.1,17,0,4,11,50,17,0,Derek Carrier 2017
Amara Darboh,2017,SEA,16,8,71,8.88,4.4,16,0,2,13,16,16,0,Amara Darboh 2017
Tyler Ervin,2017,HOU,4,8,38,4.75,9.5,7,0,1,11,12,7,0,Tyler Ervin 2017
Tre McBride,2017,CHI,8,8,144,18,18,45,0,6,15,50,45,0,Tre McBride 2017
Louis Murphy,2017,SF,7,8,121,15.13,17.3,40,1,6,17,39,40,0,Louis Murphy 2017
Paul Perkins,2017,NYG,11,8,46,5.75,4.2,11,0,1,10,59,11,0,Paul Perkins 2017
Travis Rudolph,2017,NYG,7,8,101,12.63,14.4,29,0,4,21,43,29,0,Travis Rudolph 2017
Lee Smith,2017,OAK,16,8,76,9.5,4.8,21,0,4,11,32,21,0,Lee Smith 2017
Willie Snead,2017,NO,11,8,92,11.5,8.4,26,0,4,16,32,26,0,Willie Snead 2017
Jonathan Stewart,2017,CAR,15,8,52,6.5,3.5,21,1,2,15,69,21,0,Jonathan Stewart 2017
Eric Tomlinson,2017,NYJ,14,8,121,15.13,8.6,34,1,4,11,68,34,0,Eric Tomlinson 2017
Austin Traylor,2017,DEN,7,8,100,12.5,14.3,34,0,6,13,42,34,0,Austin Traylor 2017
Alfred Blue,2017,HOU,11,7,54,7.71,4.9,14,0,4,9,42,14,0,Alfred Blue 2017
Leonte Carroo,2017,MIA,14,7,69,9.86,4.9,21,0,4,14,11,21,0,Leonte Carroo 2017
Chris Carson,2017,SEA,4,7,59,8.43,14.8,10t,1,3,8,46,10,1,Chris Carson 2017
Patrick DiMarco,2017,BUF,16,7,28,4,1.8,9,0,0,10,10,9,0,Patrick DiMarco 2017
C.J. Ham,2017,MIN,16,7,68,9.71,4.2,12,0,3,8,84,12,0,C.J. Ham 2017
Alfred Morris,2017,DAL,14,7,45,6.43,3.2,13,0,1,9,44,13,0,Alfred Morris 2017
Aaron Ripkowski,2017,GB,16,7,39,5.57,2.4,12,0,1,10,22,12,0,Aaron Ripkowski 2017
Darren Sproles,2017,PHI,3,7,73,10.43,24.3,16,0,3,12,83,16,0,Darren Sproles 2017
Logan Thomas,2017,BUF,12,7,67,9.57,5.6,22t,1,2,9,11,22,1,Logan Thomas 2017
Ross Travis,2017,KC/IND,15,7,76,10.86,5.1,20,0,5,17,34,20,0,Ross Travis 2017
Tommy Bohanon,2017,JAX,16,6,43,7.17,2.7,14,1,3,11,28,14,0,Tommy Bohanon 2017
Kaelin Clay,2017,BUF/CAR,13,6,85,14.17,6.5,28,0,5,20,20,28,0,Kaelin Clay 2017
Sammie Coates,2017,CLE,12,6,70,11.67,5.8,38,0,2,11,16,38,0,Sammie Coates 2017
James Develin,2017,NE,16,6,38,6.33,2.4,10,0,3,10,26,10,0,James Develin 2017
D'Onta Foreman,2017,HOU,10,6,83,13.83,8.3,34,0,4,8,66,34,0,D'Onta Foreman 2017
Michael Hoomanawanui,2017,NO,14,6,52,8.67,3.7,25,1,2,10,27,25,0,Michael Hoomanawanui 2017
David Johnson,2017,ARI,1,6,67,11.17,67,24,0,3,9,46,24,0,David Johnson 2017
Eddie Lacy,2017,SEA,9,6,47,7.83,5.2,14,0,2,6,51,14,0,Eddie Lacy 2017
Josh Malone,2017,CIN,11,6,63,10.5,5.7,25t,1,3,17,19,25,1,Josh Malone 2017
Byron Marshall,2017,WAS,4,6,36,6,9,12,0,0,8,51,12,0,Byron Marshall 2017
Jaydon Mickens,2017,JAX,10,6,77,12.83,7.7,41,2,4,11,39,41,0,Jaydon Mickens 2017
Jamize Olawale,2017,OAK,12,6,33,5.5,2.8,9,0,1,7,24,9,0,Jamize Olawale 2017
Branden Oliver,2017,LAC,8,6,26,4.33,3.2,11,0,2,11,31,11,0,Branden Oliver 2017
C.J. Prosise,2017,SEA,5,6,87,14.5,17.4,46,0,3,11,50,46,0,C.J. Prosise 2017
Brian Quick,2017,WAS,11,6,76,12.67,6.9,31,0,5,8,27,31,0,Brian Quick 2017
Anthony Sherman,2017,KC,16,6,47,7.83,2.9,11,0,3,8,41,11,0,Anthony Sherman 2017
Neal Sterling,2017,NYJ,11,6,82,13.67,7.5,35,0,5,11,42,35,0,Neal Sterling 2017
ArDarius Stewart,2017,NYJ,15,6,82,13.67,5.5,46,0,2,13,19,46,0,ArDarius Stewart 2017
Ryan Switzer,2017,DAL,16,6,41,6.83,2.6,12,0,4,7,18,12,0,Ryan Switzer 2017
Brandon Tate,2017,BUF,13,6,81,13.5,6.2,24,1,5,14,37,24,0,Brandon Tate 2017
Lawrence Thomas,2017,NYJ,14,6,43,7.17,3.1,15,0,1,7,33,15,0,Lawrence Thomas 2017
Kenjon Barner,2017,PHI,13,5,56,11.2,4.3,22,0,1,8,52,22,0,Kenjon Barner 2017
Alan Cross,2017,TB,8,5,58,11.6,7.2,23,0,3,6,25,23,0,Alan Cross 2017
Trevor Davis,2017,GB,16,5,70,14,4.4,29,0,2,7,34,29,0,Trevor Davis 2017
Brittan Golden,2017,ARI,13,5,70,14,5.4,29,0,3,9,49,29,0,Brittan Golden 2017
Xavier Grimble,2017,PIT,15,5,32,6.4,2.1,12,1,2,9,16,12,0,Xavier Grimble 2017
Chris Johnson,2017,ARI,4,5,43,8.6,10.8,15,0,2,6,30,15,0,Chris Johnson 2017
Marcus Johnson,2017,PHI,10,5,45,9,4.5,16,0,3,8,7,16,0,Marcus Johnson 2017
Ben Koyack,2017,JAX,16,5,38,7.6,2.4,21,0,0,7,14,21,0,Ben Koyack 2017
Freddie Martino,2017,TB,8,5,96,19.2,12,39,0,4,6,15,39,0,Freddie Martino 2017
Tanner McEvoy,2017,SEA,15,5,113,22.6,7.5,53,0,4,9,19,53,0,Tanner McEvoy 2017
Bobby Rainey,2017,BAL,4,5,18,3.6,4.5,12,0,1,7,34,12,0,Bobby Rainey 2017
Hunter Sharp,2017,DEN/NYG,3,5,54,10.8,18,21,1,2,9,23,21,0,Hunter Sharp 2017
Keith Smith,2017,DAL,16,5,26,5.2,1.6,12,0,2,5,22,12,0,Keith Smith 2017
Mike Thomas,2017,LA,8,5,93,18.6,11.6,50,0,4,7,29,50,0,Mike Thomas 2017
Chris Thompson,2017,HOU,13,5,84,16.8,6.5,32,0,5,6,30,32,0,Chris Thompson 2017
Bryce Treggs,2017,CLE,6,5,79,15.8,13.2,20,0,4,18,3,20,0,Bryce Treggs 2017
Fozzy Whittaker,2017,CAR,12,5,47,9.4,3.9,28t,1,1,6,59,28,1,Fozzy Whittaker 2017
Noah Brown,2017,DAL,13,4,33,8.25,2.5,14,0,3,9,22,14,0,Noah Brown 2017
Michael Clark,2017,GB,2,4,41,10.25,20.5,19,0,2,14,11,19,0,Michael Clark 2017
Matt Dayes,2017,CLE,16,4,29,7.25,1.8,15,0,1,5,22,15,0,Matt Dayes 2017
Tyler Eifert,2017,CIN,2,4,46,11.5,23,22,0,2,5,11,22,0,Tyler Eifert 2017
James Hanna,2017,DAL,16,4,88,22,5.5,31,1,4,9,29,31,0,James Hanna 2017
Maurice Harris,2017,WAS,6,4,62,15.5,10.3,36t,1,3,6,8,36,1,Maurice Harris 2017
Jeremy Hill,2017,CIN,7,4,16,4,2.3,10,0,1,4,30,10,0,Jeremy Hill 2017
Jacob Hollister,2017,NE,15,4,42,10.5,2.8,19,0,2,11,5,19,0,Jacob Hollister 2017
Akeem Hunt,2017,KC,15,4,31,7.75,2.1,20,0,1,7,45,20,0,Akeem Hunt 2017
Justin Hunter,2017,PIT,7,4,23,5.75,3.3,7,1,2,10,14,7,0,Justin Hunter 2017
Andy Janovich,2017,DEN,16,4,35,8.75,2.2,16,0,2,6,24,16,0,Andy Janovich 2017
Rob Kelley,2017,WAS,7,4,18,4.5,2.6,9,0,3,7,20,9,0,Rob Kelley 2017
Sean McGrath,2017,LAC,15,4,46,11.5,3.1,23,0,3,4,16,23,0,Sean McGrath 2017
Isaiah McKenzie,2017,DEN,11,4,29,7.25,2.6,14,0,2,13,10,14,0,Isaiah McKenzie 2017
Elijhaa Penny,2017,ARI,16,4,38,9.5,2.4,18,0,2,6,41,18,0,Elijhaa Penny 2017
Jay Prosch,2017,HOU,16,4,31,7.75,1.9,18,0,1,4,27,18,0,Jay Prosch 2017
Patrick Ricard,2017,BAL,16,4,12,3,0.8,6t,2,2,4,10,6,1,Patrick Ricard 2017
Michael Roberts,2017,DET,15,4,46,11.5,3.1,23,0,2,7,12,23,0,Michael Roberts 2017
Luke Stocker,2017,TB/TEN,12,4,30,7.5,2.5,12,1,1,5,22,12,0,Luke Stocker 2017
Phillip Supernaw,2017,TEN,16,4,39,9.75,2.4,20,1,2,6,15,20,0,Phillip Supernaw 2017
Will Tye,2017,NYJ,3,4,38,9.5,12.7,21,0,1,6,19,21,0,Will Tye 2017
Griff Whalen,2017,BAL,2,4,23,5.75,11.5,9,0,0,6,2,9,0,Griff Whalen 2017
Jared Abbrederis,2017,DET,7,3,44,14.67,6.3,25,0,2,7,28,25,0,Jared Abbrederis 2017
Blake Bell,2017,MIN,13,3,19,6.33,1.5,12,0,1,4,12,12,0,Blake Bell 2017
Quan Bray,2017,IND,9,3,39,13,4.3,22,0,2,4,10,22,0,Quan Bray 2017
Darrell Daniels,2017,IND,12,3,26,8.67,2.2,13,0,2,13,16,13,0,Darrell Daniels 2017
Josh Ferguson,2017,IND,10,3,16,5.33,1.6,8,0,0,4,24,8,0,Josh Ferguson 2017
Tanner Gentry,2017,CHI,4,3,35,11.67,8.8,15,0,2,6,1,15,0,Tanner Gentry 2017
Corey Grant,2017,JAX,16,3,41,13.67,2.6,28,0,2,4,35,28,0,Corey Grant 2017
Chris Matthews,2017,BAL,6,3,25,8.33,4.2,12,0,2,6,5,12,0,Chris Matthews 2017
Devante Mays,2017,GB,8,3,0,0,0,1,0,0,3,5,1,0,Devante Mays 2017
De'Veon Smith,2017,MIA,5,3,27,9,5.4,13,0,1,3,19,13,0,De'Veon Smith 2017
Jaelen Strong,2017,JAX,1,3,38,12.67,38,19,1,3,4,15,19,0,Jaelen Strong 2017
Randall Telfer,2017,CLE,16,3,36,12,2.2,20,0,2,4,0,20,0,Randall Telfer 2017
Dan Vitale,2017,CLE,15,3,19,6.33,1.3,11,0,1,5,25,11,0,Dan Vitale 2017
Terron Ward,2017,ATL,14,3,14,4.67,1,11,0,1,3,21,11,0,Terron Ward 2017
Markus Wheaton,2017,CHI,11,3,51,17,4.6,22,0,2,17,3,22,0,Markus Wheaton 2017
Chad Williams,2017,ARI,6,3,31,10.33,5.2,15,0,1,7,6,15,0,Chad Williams 2017
Nick Williams,2017,ATL,1,3,30,10,30,14,0,3,4,5,14,0,Nick Williams 2017
Jamal Agnew,2017,DET,13,2,18,9,1.4,12,0,1,2,24,12,0,Jamal Agnew 2017
Antony Auclair,2017,TB,8,2,25,12.5,3.1,14,0,2,2,20,14,0,Antony Auclair 2017
Michael Burton,2017,CHI,16,2,8,4,0.5,8,0,0,4,9,8,0,Michael Burton 2017
Emanuel Byrd,2017,GB,1,2,31,15.5,31,29,0,1,2,27,29,0,Emanuel Byrd 2017
Orson Charles,2017,KC,5,2,53,26.5,10.6,35,0,1,2,9,35,0,Orson Charles 2017
Jehu Chesson,2017,KC,12,2,18,9,1.5,10,0,2,4,15,10,0,Jehu Chesson 2017
Derrick Coleman,2017,ATL,16,2,20,10,1.2,11,0,1,7,17,11,0,Derrick Coleman 2017
Jeff Cumberland,2017,LAC,7,2,2,1,0.3,2,0,0,3,0,2,0,Jeff Cumberland 2017
Shelton Gibson,2017,PHI,5,2,11,5.5,2.2,6,0,0,3,-3,6,0,Shelton Gibson 2017
Tion Green,2017,DET,5,2,14,7,2.8,9,0,0,2,14,9,0,Tion Green 2017
Marvin Hall,2017,ATL,8,2,60,30,7.5,40t,1,2,9,0,40,1,Marvin Hall 2017
De'Angelo Henderson,2017,DEN,5,2,36,18,7.2,29t,1,1,2,35,29,1,De'Angelo Henderson 2017
Ryan Hewitt,2017,CIN,13,2,22,11,1.7,16,0,1,2,8,16,0,Ryan Hewitt 2017
Darrius Heyward-Bey,2017,PIT,16,2,47,23.5,2.9,44,0,1,3,21,44,0,Darrius Heyward-Bey 2017
Cole Hikutini,2017,SF,4,2,15,7.5,3.8,10,0,2,3,2,10,0,Cole Hikutini 2017
Brian Hill,2017,CIN,6,2,36,18,6,34,0,1,2,32,34,0,Brian Hill 2017
Jeff Janis,2017,GB,16,2,12,6,0.8,12,0,1,5,0,12,0,Jeff Janis 2017
Zach Line,2017,NO,12,2,8,4,0.7,5,1,1,5,2,5,0,Zach Line 2017
Tre Madden,2017,SEA,8,2,65,32.5,8.1,66,0,1,2,51,66,0,Tre Madden 2017
Chris Manhertz,2017,CAR,16,2,17,8.5,1.1,11,0,1,4,9,11,0,Chris Manhertz 2017
Marcus Murphy,2017,BUF,1,2,7,3.5,7,5,0,1,2,10,5,0,Marcus Murphy 2017
JoJo Natson,2017,NYJ,7,2,18,9,2.6,19,0,1,5,4,19,0,JoJo Natson 2017
Roosevelt Nix,2017,PIT,16,2,6,3,0.4,5,1,1,3,3,5,0,Roosevelt Nix 2017
Darius Powe,2017,NYG,1,2,13,6.5,13,8,0,0,4,13,8,0,Darius Powe 2017
Bernard Reedy,2017,TB,9,2,21,10.5,2.3,15,0,1,2,8,15,0,Bernard Reedy 2017
Jeremy Sprinkle,2017,WAS,11,2,13,6.5,1.2,7t,1,1,3,3,7,1,Jeremy Sprinkle 2017
Geoff Swaim,2017,DAL,15,2,25,12.5,1.7,18,0,2,2,11,18,0,Geoff Swaim 2017
Fitzgerald Toussaint,2017,PIT,6,2,9,4.5,1.5,7,0,1,3,12,7,0,Fitzgerald Toussaint 2017
Dwayne Washington,2017,DET,5,2,14,7,2.8,10,0,1,2,17,10,0,Dwayne Washington 2017
Derek Watt,2017,LAC,16,2,35,17.5,2.2,23,0,2,3,30,23,0,Derek Watt 2017
Terrance West,2017,BAL,5,2,23,11.5,4.6,15,0,2,4,21,15,0,Terrance West 2017
Kevin White,2017,CHI,1,2,6,3,6,6,0,0,4,2,6,0,Kevin White 2017
Cameron Artis-Payne,2017,CAR,13,1,2,2,0.1,2,0,0,1,6,2,0,Cameron Artis-Payne 2017
Nick Bellore,2017,DET,13,1,1,1,0.1,1t,1,1,1,1,1,1,Nick Bellore 2017
Arrelious Benn,2017,JAX,9,1,12,12,1.3,12,0,1,2,2,12,0,Arrelious Benn 2017
Brandon Bolden,2017,NE,16,1,7,7,0.4,7,0,1,4,13,7,0,Brandon Bolden 2017
Mack Brown,2017,WAS,3,1,11,11,3.7,11,0,1,1,9,11,0,Mack Brown 2017
Harry Douglas,2017,TEN,2,1,8,8,4,8,0,0,3,12,8,0,Harry Douglas 2017
Lance Dunbar,2017,LA,4,1,1,1,0.2,1,0,0,3,1,1,0,Lance Dunbar 2017
Jimmy Garoppolo,2017,SF,6,1,-6,-6,-1,-6,0,0,1,0,-6,0,Jimmy Garoppolo 2017
Mike Gillislee,2017,NE,9,1,15,15,1.7,15,0,1,1,20,15,0,Mike Gillislee 2017
MarQueis Gray,2017,MIA,16,1,10,10,0.6,10,0,1,3,9,10,0,MarQueis Gray 2017
Garrett Griffin,2017,NO,3,1,4,4,1.3,4,0,0,1,0,4,0,Garrett Griffin 2017
Cobi Hamilton,2017,HOU,3,1,8,8,2.7,8,0,1,6,4,8,0,Cobi Hamilton 2017
Matt Hazel,2017,IND,4,1,1,1,0.2,1,0,0,1,2,1,0,Matt Hazel 2017
Brett Hundley,2017,GB,11,1,10,10,0.9,10,0,1,1,15,10,0,Brett Hundley 2017
Taiwan Jones,2017,BUF,8,1,11,11,1.4,11,0,1,2,10,11,0,Taiwan Jones 2017
Joe Kerridge,2017,GB,4,1,3,3,0.8,3,0,0,1,0,3,0,Joe Kerridge 2017
Jordan Leslie,2017,CLE,2,1,26,26,13,26,0,1,1,1,26,0,Jordan Leslie 2017
Ryan Malleck,2017,HOU,2,1,3,3,1.5,3,0,0,1,2,3,0,Ryan Malleck 2017
Max McCaffrey,2017,JAX,5,1,4,4,0.8,4,0,0,1,5,4,0,Max McCaffrey 2017
Brian Mihalik,2017,DET,15,1,-4,-4,-0.3,-4,0,0,1,0,-4,0,Brian Mihalik 2017
Ifeanyi Momah,2017,ARI,9,1,46,46,5.1,46,0,1,2,23,46,0,Ifeanyi Momah 2017
Charone Peake,2017,NYJ,3,1,3,3,1,3,0,1,1,1,3,0,Charone Peake 2017
Senorise Perry,2017,MIA,16,1,3,3,0.2,3,0,0,1,0,3,0,Senorise Perry 2017
Larry Pinkard,2017,JAX,4,1,5,5,1.2,5,0,0,1,0,5,0,Larry Pinkard 2017
Kalif Raymond,2017,NYG,6,1,12,12,2,12,0,1,1,7,12,0,Kalif Raymond 2017
Andre Roberts,2017,ATL,16,1,12,12,0.8,12,0,1,4,7,12,0,Andre Roberts 2017
Allen Robinson,2017,JAX,1,1,17,17,17,17,0,1,1,2,17,0,Allen Robinson 2017
Eric Weems,2017,TEN,16,1,5,5,0.3,5,0,0,2,5,5,0,Eric Weems 2017
Leonard Wester,2017,TB,8,1,2,2,0.2,2t,1,1,1,0,2,1,Leonard Wester 2017
DeAndrew White,2017,HOU,2,1,24,24,12,24,0,1,7,1,24,0,DeAndrew White 2017
Marcus Williams,2017,NYJ,5,1,31,31,6.2,31,0,1,1,25,31,0,Marcus Williams 2017
Jesus Wilson,2017,TB,3,1,18,18,6,18t,1,1,1,0,18,1,Jesus Wilson 2017
Kevin Zeitler,2017,CLE,16,1,-4,-4,-0.2,-4,0,0,1,0,-4,0,Kevin Zeitler 2017
Russell Bodine,2017,CIN,16,0,0,0,0,0,0,0,0,0,0,0,Russell Bodine 2017
K.J. Brent,2017,IND,5,0,0,0,0,0,0,0,1,0,0,0,K.J. Brent 2017
Marquis Bundy,2017,NYG,1,0,0,0,0,0,0,0,3,0,0,0,Marquis Bundy 2017
Cethan Carter,2017,CIN,16,0,0,0,0,0,0,0,1,0,0,0,Cethan Carter 2017
Stacy Coley,2017,MIN,4,0,0,0,0,0,0,0,1,0,0,0,Stacy Coley 2017
James Conner,2017,PIT,14,0,0,0,0,0,0,0,1,0,0,0,James Conner 2017
Cody Core,2017,CIN,13,0,0,0,0,0,0,0,4,0,0,0,Cody Core 2017
Andy Dalton,2017,CIN,16,0,0,0,0,0,0,0,0,0,0,0,Andy Dalton 2017
Ed Eagan,2017,NYG,4,0,0,0,0,0,0,0,1,0,0,0,Ed Eagan 2017
Cameron Erving,2017,KC,13,0,0,0,0,0,0,0,1,0,0,0,Cameron Erving 2017
David Fluellen,2017,TEN,16,0,0,0,0,0,0,0,1,0,0,0,David Fluellen 2017
Jalston Fowler,2017,TEN,10,0,0,0,0,0,0,0,1,0,0,0,Jalston Fowler 2017
Hroniss Grasu,2017,CHI,6,0,2,0,0.3,2,0,0,0,2,2,0,Hroniss Grasu 2017
Gabe Holmes,2017,ARI,2,0,0,0,0,0,0,0,1,0,0,0,Gabe Holmes 2017
Adoree' Jackson,2017,TEN,16,0,0,0,0,0,0,0,1,0,0,0,Adoree' Jackson 2017
Matt LaCosse,2017,NYG,3,0,0,0,0,0,0,0,1,0,0,0,Matt LaCosse 2017
Vince Mayle,2017,BAL,16,0,0,0,0,0,0,0,1,0,0,0,Vince Mayle 2017
Logan Paulsen,2017,SF,14,0,0,0,0,0,0,0,2,0,0,0,Logan Paulsen 2017
Dak Prescott,2017,DAL,16,0,0,0,0,3,0,0,0,3,3,0,Dak Prescott 2017
Brent Qvale,2017,NYJ,16,0,-2,0,-0.1,-2,0,0,0,-2,-2,0,Brent Qvale 2017
John Ross,2017,CIN,3,0,0,0,0,0,0,0,2,0,0,0,John Ross 2017
Ty Sambrailo,2017,ATL,15,0,0,0,0,0,0,0,1,0,0,0,Ty Sambrailo 2017
C.J. Spiller,2017,KC,1,0,0,0,0,0,0,0,2,0,0,0,C.J. Spiller 2017
Shaq Thompson,2017,CAR,14,0,0,0,0,0,0,0,1,0,0,0,Shaq Thompson 2017
Isaac Whitney,2017,OAK,2,0,0,0,0,0,0,0,1,0,0,0,Isaac Whitney 2017
Marquez Williams,2017,CLE,1,0,0,0,0,0,0,0,1,0,0,0,Marquez Williams 2017
Zach Zenner,2017,DET,8,0,0,0,0,0,0,0,1,0,0,0,Zach Zenner 2017
